"response","id","age","male","action","intention","contact"
4,"96;562",47,0,1,0,0
4,"96;562",47,0,1,0,0
4,"96;562",47,0,0,0,0
4,"96;562",47,0,0,0,0
2,"96;562",47,0,0,0,0
4,"96;562",47,0,0,0,0
3,"96;562",47,0,0,0,0
4,"96;562",47,0,1,1,0
6,"96;562",47,0,1,1,0
1,"96;562",47,0,1,1,0
4,"96;562",47,0,1,1,0
4,"96;562",47,0,1,1,0
4,"96;562",47,0,0,1,0
2,"96;562",47,0,0,1,0
1,"96;562",47,0,0,1,0
2,"96;562",47,0,0,1,0
3,"96;562",47,0,0,1,0
4,"96;562",47,0,0,1,0
5,"96;562",47,0,1,0,0
6,"96;566",17,1,0,0,1
6,"96;566",17,1,0,0,1
5,"96;566",17,1,0,0,1
3,"96;566",17,1,0,1,1
6,"96;566",17,1,0,1,1
3,"96;566",17,1,0,1,1
6,"96;566",17,1,1,0,0
3,"96;566",17,1,1,0,0
6,"96;566",17,1,1,0,0
6,"96;566",17,1,1,0,0
6,"96;566",17,1,1,0,0
4,"96;566",17,1,1,0,0
6,"96;566",17,1,1,0,0
5,"96;566",17,1,0,0,0
6,"96;566",17,1,0,0,0
6,"96;566",17,1,0,0,0
3,"96;566",17,1,0,0,0
5,"96;566",17,1,0,0,0
5,"96;566",17,1,1,1,0
4,"96;566",17,1,1,1,0
5,"96;566",17,1,1,1,0
7,"96;566",17,1,1,1,0
6,"96;566",17,1,1,1,0
6,"96;566",17,1,0,1,0
6,"96;566",17,1,0,1,0
4,"96;566",17,1,0,1,0
4,"96;566",17,1,0,1,0
7,"96;566",17,1,0,1,0
6,"96;566",17,1,0,1,0
6,"96;566",17,1,1,0,0
6,"96;570",57,1,0,0,1
7,"96;570",57,1,0,0,1
4,"96;570",57,1,0,0,1
6,"96;570",57,1,0,1,1
7,"96;570",57,1,0,1,1
4,"96;570",57,1,0,1,1
7,"96;570",57,1,1,0,0
6,"96;570",57,1,1,0,0
6,"96;570",57,1,1,0,0
7,"96;570",57,1,1,0,0
6,"96;570",57,1,1,0,0
6,"96;570",57,1,1,0,0
5,"96;570",57,1,1,0,0
6,"96;570",57,1,0,0,0
6,"96;570",57,1,0,0,0
7,"96;570",57,1,0,0,0
6,"96;570",57,1,0,0,0
6,"96;570",57,1,0,0,0
5,"96;570",57,1,1,1,0
6,"96;570",57,1,1,1,0
2,"96;570",57,1,1,1,0
3,"96;570",57,1,1,1,0
6,"96;570",57,1,1,1,0
6,"96;570",57,1,0,1,0
5,"96;570",57,1,0,1,0
4,"96;570",57,1,0,1,0
6,"96;570",57,1,0,1,0
6,"96;570",57,1,0,1,0
6,"96;570",57,1,0,1,0
5,"96;570",57,1,1,0,0
7,"96;581",26,1,0,0,1
7,"96;581",26,1,0,0,1
7,"96;581",26,1,0,0,1
5,"96;581",26,1,0,1,1
7,"96;581",26,1,0,1,1
4,"96;581",26,1,0,1,1
7,"96;581",26,1,1,0,0
5,"96;581",26,1,1,0,0
7,"96;581",26,1,1,0,0
7,"96;581",26,1,1,0,0
4,"96;581",26,1,1,0,0
4,"96;581",26,1,1,0,0
7,"96;581",26,1,1,0,0
7,"96;581",26,1,0,0,0
7,"96;581",26,1,0,0,0
7,"96;581",26,1,0,0,0
7,"96;581",26,1,0,0,0
7,"96;581",26,1,0,0,0
7,"96;581",26,1,1,1,0
7,"96;581",26,1,1,1,0
6,"96;581",26,1,1,1,0
7,"96;581",26,1,1,1,0
6,"96;581",26,1,1,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,0,1,0
7,"96;581",26,1,1,0,0
4,"96;586",57,0,0,0,1
4,"96;586",57,0,0,0,1
4,"96;586",57,0,0,0,1
3,"96;586",57,0,0,1,1
4,"96;586",57,0,0,1,1
1,"96;586",57,0,0,1,1
4,"96;586",57,0,1,0,0
4,"96;586",57,0,1,0,0
4,"96;586",57,0,1,0,0
3,"96;586",57,0,1,0,0
2,"96;586",57,0,1,0,0
3,"96;586",57,0,1,0,0
4,"96;586",57,0,1,0,0
4,"96;586",57,0,0,0,0
4,"96;586",57,0,0,0,0
4,"96;586",57,0,0,0,0
4,"96;586",57,0,0,0,0
4,"96;586",57,0,0,0,0
4,"96;586",57,0,1,1,0
6,"96;586",57,0,1,1,0
2,"96;586",57,0,1,1,0
7,"96;586",57,0,1,1,0
2,"96;586",57,0,1,1,0
4,"96;586",57,0,0,1,0
3,"96;586",57,0,0,1,0
4,"96;586",57,0,0,1,0
4,"96;586",57,0,0,1,0
7,"96;586",57,0,0,1,0
4,"96;586",57,0,0,1,0
3,"96;586",57,0,1,0,0
5,"96;591",60,0,0,0,1
4,"96;591",60,0,0,0,1
5,"96;591",60,0,0,0,1
5,"96;591",60,0,0,1,1
3,"96;591",60,0,0,1,1
3,"96;591",60,0,0,1,1
5,"96;591",60,0,1,0,0
4,"96;591",60,0,1,0,0
4,"96;591",60,0,1,0,0
4,"96;591",60,0,1,0,0
4,"96;591",60,0,1,0,0
3,"96;591",60,0,1,0,0
4,"96;591",60,0,1,0,0
4,"96;591",60,0,0,0,0
4,"96;591",60,0,0,0,0
4,"96;591",60,0,0,0,0
5,"96;591",60,0,0,0,0
4,"96;591",60,0,0,0,0
5,"96;591",60,0,1,1,0
4,"96;591",60,0,1,1,0
3,"96;591",60,0,1,1,0
5,"96;591",60,0,1,1,0
3,"96;591",60,0,1,1,0
4,"96;591",60,0,0,1,0
4,"96;591",60,0,0,1,0
5,"96;591",60,0,0,1,0
4,"96;591",60,0,0,1,0
6,"96;591",60,0,0,1,0
4,"96;591",60,0,0,1,0
4,"96;591",60,0,1,0,0
4,"96;599",46,1,0,0,1
4,"96;599",46,1,0,0,1
3,"96;599",46,1,0,0,1
1,"96;599",46,1,0,1,1
1,"96;599",46,1,0,1,1
1,"96;599",46,1,0,1,1
4,"96;599",46,1,1,0,0
6,"96;599",46,1,1,0,0
7,"96;599",46,1,1,0,0
3,"96;599",46,1,1,0,0
4,"96;599",46,1,1,0,0
2,"96;599",46,1,1,0,0
3,"96;599",46,1,1,0,0
1,"96;599",46,1,0,0,0
3,"96;599",46,1,0,0,0
4,"96;599",46,1,0,0,0
4,"96;599",46,1,0,0,0
2,"96;599",46,1,0,0,0
2,"96;599",46,1,1,1,0
1,"96;599",46,1,1,1,0
1,"96;599",46,1,1,1,0
2,"96;599",46,1,1,1,0
1,"96;599",46,1,1,1,0
4,"96;599",46,1,0,1,0
3,"96;599",46,1,0,1,0
3,"96;599",46,1,0,1,0
3,"96;599",46,1,0,1,0
3,"96;599",46,1,0,1,0
1,"96;599",46,1,0,1,0
2,"96;599",46,1,1,0,0
5,"96;600",50,1,0,0,1
6,"96;600",50,1,0,0,1
6,"96;600",50,1,0,0,1
4,"96;600",50,1,0,1,1
4,"96;600",50,1,0,1,1
3,"96;600",50,1,0,1,1
7,"96;600",50,1,1,0,0
6,"96;600",50,1,1,0,0
6,"96;600",50,1,1,0,0
5,"96;600",50,1,1,0,0
6,"96;600",50,1,1,0,0
5,"96;600",50,1,1,0,0
7,"96;600",50,1,1,0,0
6,"96;600",50,1,0,0,0
6,"96;600",50,1,0,0,0
7,"96;600",50,1,0,0,0
6,"96;600",50,1,0,0,0
7,"96;600",50,1,0,0,0
4,"96;600",50,1,1,1,0
2,"96;600",50,1,1,1,0
2,"96;600",50,1,1,1,0
5,"96;600",50,1,1,1,0
5,"96;600",50,1,1,1,0
6,"96;600",50,1,0,1,0
7,"96;600",50,1,0,1,0
4,"96;600",50,1,0,1,0
5,"96;600",50,1,0,1,0
6,"96;600",50,1,0,1,0
6,"96;600",50,1,0,1,0
6,"96;600",50,1,1,0,0
5,"96;603",23,1,0,0,1
6,"96;603",23,1,0,0,1
5,"96;603",23,1,0,0,1
5,"96;603",23,1,0,1,1
5,"96;603",23,1,0,1,1
5,"96;603",23,1,0,1,1
6,"96;603",23,1,1,0,0
5,"96;603",23,1,1,0,0
5,"96;603",23,1,1,0,0
6,"96;603",23,1,1,0,0
6,"96;603",23,1,1,0,0
5,"96;603",23,1,1,0,0
5,"96;603",23,1,1,0,0
7,"96;603",23,1,0,0,0
6,"96;603",23,1,0,0,0
7,"96;603",23,1,0,0,0
6,"96;603",23,1,0,0,0
6,"96;603",23,1,0,0,0
5,"96;603",23,1,1,1,0
5,"96;603",23,1,1,1,0
5,"96;603",23,1,1,1,0
5,"96;603",23,1,1,1,0
5,"96;603",23,1,1,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,0,1,0
6,"96;603",23,1,1,0,0
7,"96;606",64,1,0,0,1
6,"96;606",64,1,0,0,1
7,"96;606",64,1,0,0,1
3,"96;606",64,1,0,1,1
7,"96;606",64,1,0,1,1
7,"96;606",64,1,0,1,1
6,"96;606",64,1,1,0,0
6,"96;606",64,1,1,0,0
2,"96;606",64,1,1,0,0
7,"96;606",64,1,1,0,0
2,"96;606",64,1,1,0,0
7,"96;606",64,1,1,0,0
7,"96;606",64,1,1,0,0
7,"96;606",64,1,0,0,0
7,"96;606",64,1,0,0,0
1,"96;606",64,1,0,0,0
3,"96;606",64,1,0,0,0
1,"96;606",64,1,0,0,0
6,"96;606",64,1,1,1,0
7,"96;606",64,1,1,1,0
2,"96;606",64,1,1,1,0
3,"96;606",64,1,1,1,0
2,"96;606",64,1,1,1,0
6,"96;606",64,1,0,1,0
6,"96;606",64,1,0,1,0
2,"96;606",64,1,0,1,0
5,"96;606",64,1,0,1,0
2,"96;606",64,1,0,1,0
3,"96;606",64,1,0,1,0
7,"96;606",64,1,1,0,0
5,"96;618",49,1,0,0,1
3,"96;618",49,1,0,0,1
5,"96;618",49,1,0,0,1
2,"96;618",49,1,0,1,1
5,"96;618",49,1,0,1,1
5,"96;618",49,1,0,1,1
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,1,0,0
5,"96;618",49,1,0,0,0
5,"96;618",49,1,0,0,0
5,"96;618",49,1,0,0,0
6,"96;618",49,1,0,0,0
5,"96;618",49,1,0,0,0
5,"96;618",49,1,1,1,0
5,"96;618",49,1,1,1,0
5,"96;618",49,1,1,1,0
5,"96;618",49,1,1,1,0
5,"96;618",49,1,1,1,0
5,"96;618",49,1,0,1,0
5,"96;618",49,1,0,1,0
5,"96;618",49,1,0,1,0
5,"96;618",49,1,0,1,0
3,"96;618",49,1,0,1,0
5,"96;618",49,1,0,1,0
5,"96;618",49,1,1,0,0
7,"96;622",20,1,0,0,1
6,"96;622",20,1,0,0,1
7,"96;622",20,1,0,0,1
2,"96;622",20,1,0,1,1
2,"96;622",20,1,0,1,1
2,"96;622",20,1,0,1,1
6,"96;622",20,1,1,0,0
5,"96;622",20,1,1,0,0
5,"96;622",20,1,1,0,0
7,"96;622",20,1,1,0,0
6,"96;622",20,1,1,0,0
3,"96;622",20,1,1,0,0
5,"96;622",20,1,1,0,0
6,"96;622",20,1,0,0,0
7,"96;622",20,1,0,0,0
7,"96;622",20,1,0,0,0
6,"96;622",20,1,0,0,0
7,"96;622",20,1,0,0,0
2,"96;622",20,1,1,1,0
5,"96;622",20,1,1,1,0
4,"96;622",20,1,1,1,0
3,"96;622",20,1,1,1,0
3,"96;622",20,1,1,1,0
7,"96;622",20,1,0,1,0
7,"96;622",20,1,0,1,0
5,"96;622",20,1,0,1,0
5,"96;622",20,1,0,1,0
5,"96;622",20,1,0,1,0
6,"96;622",20,1,0,1,0
6,"96;622",20,1,1,0,0
7,"96;629",34,1,0,0,1
6,"96;629",34,1,0,0,1
6,"96;629",34,1,0,0,1
1,"96;629",34,1,0,1,1
2,"96;629",34,1,0,1,1
1,"96;629",34,1,0,1,1
7,"96;629",34,1,1,0,0
2,"96;629",34,1,1,0,0
6,"96;629",34,1,1,0,0
6,"96;629",34,1,1,0,0
6,"96;629",34,1,1,0,0
6,"96;629",34,1,1,0,0
6,"96;629",34,1,1,0,0
7,"96;629",34,1,0,0,0
6,"96;629",34,1,0,0,0
7,"96;629",34,1,0,0,0
7,"96;629",34,1,0,0,0
7,"96;629",34,1,0,0,0
2,"96;629",34,1,1,1,0
2,"96;629",34,1,1,1,0
1,"96;629",34,1,1,1,0
6,"96;629",34,1,1,1,0
2,"96;629",34,1,1,1,0
2,"96;629",34,1,0,1,0
7,"96;629",34,1,0,1,0
7,"96;629",34,1,0,1,0
6,"96;629",34,1,0,1,0
4,"96;629",34,1,0,1,0
6,"96;629",34,1,0,1,0
6,"96;629",34,1,1,0,0
4,"96;633",48,0,0,0,1
4,"96;633",48,0,0,0,1
4,"96;633",48,0,0,0,1
2,"96;633",48,0,0,1,1
2,"96;633",48,0,0,1,1
4,"96;633",48,0,0,1,1
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,1,0,0
4,"96;633",48,0,0,0,0
4,"96;633",48,0,0,0,0
4,"96;633",48,0,0,0,0
4,"96;633",48,0,0,0,0
4,"96;633",48,0,0,0,0
4,"96;633",48,0,1,1,0
2,"96;633",48,0,1,1,0
2,"96;633",48,0,1,1,0
4,"96;633",48,0,1,1,0
2,"96;633",48,0,1,1,0
4,"96;633",48,0,0,1,0
4,"96;633",48,0,0,1,0
2,"96;633",48,0,0,1,0
4,"96;633",48,0,0,1,0
4,"96;633",48,0,0,1,0
4,"96;633",48,0,0,1,0
4,"96;633",48,0,1,0,0
6,"96;641",25,1,0,0,1
6,"96;641",25,1,0,0,1
6,"96;641",25,1,0,0,1
5,"96;641",25,1,0,1,1
6,"96;641",25,1,0,1,1
5,"96;641",25,1,0,1,1
6,"96;641",25,1,1,0,0
6,"96;641",25,1,1,0,0
6,"96;641",25,1,1,0,0
6,"96;641",25,1,1,0,0
5,"96;641",25,1,1,0,0
5,"96;641",25,1,1,0,0
6,"96;641",25,1,1,0,0
6,"96;641",25,1,0,0,0
6,"96;641",25,1,0,0,0
6,"96;641",25,1,0,0,0
5,"96;641",25,1,0,0,0
6,"96;641",25,1,0,0,0
5,"96;641",25,1,1,1,0
6,"96;641",25,1,1,1,0
2,"96;641",25,1,1,1,0
6,"96;641",25,1,1,1,0
5,"96;641",25,1,1,1,0
6,"96;641",25,1,0,1,0
6,"96;641",25,1,0,1,0
6,"96;641",25,1,0,1,0
6,"96;641",25,1,0,1,0
6,"96;641",25,1,0,1,0
7,"96;641",25,1,0,1,0
6,"96;641",25,1,1,0,0
6,"96;643",58,1,0,0,1
6,"96;643",58,1,0,0,1
6,"96;643",58,1,0,0,1
5,"96;643",58,1,0,1,1
6,"96;643",58,1,0,1,1
4,"96;643",58,1,0,1,1
6,"96;643",58,1,1,0,0
6,"96;643",58,1,1,0,0
6,"96;643",58,1,1,0,0
6,"96;643",58,1,1,0,0
6,"96;643",58,1,1,0,0
4,"96;643",58,1,1,0,0
6,"96;643",58,1,1,0,0
6,"96;643",58,1,0,0,0
6,"96;643",58,1,0,0,0
6,"96;643",58,1,0,0,0
6,"96;643",58,1,0,0,0
6,"96;643",58,1,0,0,0
6,"96;643",58,1,1,1,0
6,"96;643",58,1,1,1,0
5,"96;643",58,1,1,1,0
6,"96;643",58,1,1,1,0
4,"96;643",58,1,1,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,0,1,0
6,"96;643",58,1,1,0,0
6,"96;646",47,1,0,0,1
6,"96;646",47,1,0,0,1
4,"96;646",47,1,0,0,1
3,"96;646",47,1,0,1,1
6,"96;646",47,1,0,1,1
4,"96;646",47,1,0,1,1
3,"96;646",47,1,1,0,0
4,"96;646",47,1,1,0,0
7,"96;646",47,1,1,0,0
4,"96;646",47,1,1,0,0
5,"96;646",47,1,1,0,0
5,"96;646",47,1,1,0,0
4,"96;646",47,1,1,0,0
4,"96;646",47,1,0,0,0
3,"96;646",47,1,0,0,0
4,"96;646",47,1,0,0,0
4,"96;646",47,1,0,0,0
4,"96;646",47,1,0,0,0
4,"96;646",47,1,1,1,0
4,"96;646",47,1,1,1,0
4,"96;646",47,1,1,1,0
6,"96;646",47,1,1,1,0
4,"96;646",47,1,1,1,0
4,"96;646",47,1,0,1,0
5,"96;646",47,1,0,1,0
6,"96;646",47,1,0,1,0
5,"96;646",47,1,0,1,0
5,"96;646",47,1,0,1,0
4,"96;646",47,1,0,1,0
4,"96;646",47,1,1,0,0
5,"96;648",16,1,0,0,1
6,"96;648",16,1,0,0,1
6,"96;648",16,1,0,0,1
3,"96;648",16,1,0,1,1
5,"96;648",16,1,0,1,1
5,"96;648",16,1,0,1,1
6,"96;648",16,1,1,0,0
5,"96;648",16,1,1,0,0
6,"96;648",16,1,1,0,0
6,"96;648",16,1,1,0,0
5,"96;648",16,1,1,0,0
4,"96;648",16,1,1,0,0
1,"96;648",16,1,1,0,0
5,"96;648",16,1,0,0,0
6,"96;648",16,1,0,0,0
6,"96;648",16,1,0,0,0
5,"96;648",16,1,0,0,0
4,"96;648",16,1,0,0,0
4,"96;648",16,1,1,1,0
6,"96;648",16,1,1,1,0
4,"96;648",16,1,1,1,0
7,"96;648",16,1,1,1,0
4,"96;648",16,1,1,1,0
3,"96;648",16,1,0,1,0
5,"96;648",16,1,0,1,0
4,"96;648",16,1,0,1,0
4,"96;648",16,1,0,1,0
6,"96;648",16,1,0,1,0
5,"96;648",16,1,0,1,0
5,"96;648",16,1,1,0,0
7,"96;649",25,1,0,0,1
6,"96;649",25,1,0,0,1
6,"96;649",25,1,0,0,1
4,"96;649",25,1,0,1,1
7,"96;649",25,1,0,1,1
2,"96;649",25,1,0,1,1
7,"96;649",25,1,1,0,0
5,"96;649",25,1,1,0,0
4,"96;649",25,1,1,0,0
6,"96;649",25,1,1,0,0
6,"96;649",25,1,1,0,0
6,"96;649",25,1,1,0,0
6,"96;649",25,1,1,0,0
5,"96;649",25,1,0,0,0
5,"96;649",25,1,0,0,0
7,"96;649",25,1,0,0,0
7,"96;649",25,1,0,0,0
7,"96;649",25,1,0,0,0
1,"96;649",25,1,1,1,0
6,"96;649",25,1,1,1,0
6,"96;649",25,1,1,1,0
7,"96;649",25,1,1,1,0
4,"96;649",25,1,1,1,0
5,"96;649",25,1,0,1,0
7,"96;649",25,1,0,1,0
6,"96;649",25,1,0,1,0
6,"96;649",25,1,0,1,0
7,"96;649",25,1,0,1,0
6,"96;649",25,1,0,1,0
7,"96;649",25,1,1,0,0
6,"96;650",31,1,0,0,1
6,"96;650",31,1,0,0,1
6,"96;650",31,1,0,0,1
6,"96;650",31,1,0,1,1
6,"96;650",31,1,0,1,1
6,"96;650",31,1,0,1,1
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,1,0,0
6,"96;650",31,1,0,0,0
6,"96;650",31,1,0,0,0
6,"96;650",31,1,0,0,0
6,"96;650",31,1,0,0,0
6,"96;650",31,1,0,0,0
6,"96;650",31,1,1,1,0
6,"96;650",31,1,1,1,0
6,"96;650",31,1,1,1,0
6,"96;650",31,1,1,1,0
6,"96;650",31,1,1,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,0,1,0
6,"96;650",31,1,1,0,0
6,"96;654",27,1,0,0,1
7,"96;654",27,1,0,0,1
6,"96;654",27,1,0,0,1
5,"96;654",27,1,0,1,1
6,"96;654",27,1,0,1,1
6,"96;654",27,1,0,1,1
6,"96;654",27,1,1,0,0
6,"96;654",27,1,1,0,0
7,"96;654",27,1,1,0,0
6,"96;654",27,1,1,0,0
7,"96;654",27,1,1,0,0
6,"96;654",27,1,1,0,0
7,"96;654",27,1,1,0,0
7,"96;654",27,1,0,0,0
7,"96;654",27,1,0,0,0
7,"96;654",27,1,0,0,0
6,"96;654",27,1,0,0,0
6,"96;654",27,1,0,0,0
6,"96;654",27,1,1,1,0
5,"96;654",27,1,1,1,0
5,"96;654",27,1,1,1,0
4,"96;654",27,1,1,1,0
6,"96;654",27,1,1,1,0
7,"96;654",27,1,0,1,0
6,"96;654",27,1,0,1,0
5,"96;654",27,1,0,1,0
6,"96;654",27,1,0,1,0
7,"96;654",27,1,0,1,0
6,"96;654",27,1,0,1,0
6,"96;654",27,1,1,0,0
3,"96;655",45,0,0,0,1
3,"96;655",45,0,0,0,1
3,"96;655",45,0,0,0,1
1,"96;655",45,0,0,1,1
2,"96;655",45,0,0,1,1
1,"96;655",45,0,0,1,1
3,"96;655",45,0,1,0,0
3,"96;655",45,0,1,0,0
2,"96;655",45,0,1,0,0
3,"96;655",45,0,1,0,0
2,"96;655",45,0,1,0,0
3,"96;655",45,0,1,0,0
3,"96;655",45,0,1,0,0
4,"96;655",45,0,0,0,0
3,"96;655",45,0,0,0,0
3,"96;655",45,0,0,0,0
2,"96;655",45,0,0,0,0
2,"96;655",45,0,0,0,0
3,"96;655",45,0,1,1,0
3,"96;655",45,0,1,1,0
2,"96;655",45,0,1,1,0
2,"96;655",45,0,1,1,0
2,"96;655",45,0,1,1,0
3,"96;655",45,0,0,1,0
3,"96;655",45,0,0,1,0
3,"96;655",45,0,0,1,0
2,"96;655",45,0,0,1,0
3,"96;655",45,0,0,1,0
2,"96;655",45,0,0,1,0
2,"96;655",45,0,1,0,0
6,"96;658",19,0,0,0,1
6,"96;658",19,0,0,0,1
4,"96;658",19,0,0,0,1
3,"96;658",19,0,0,1,1
6,"96;658",19,0,0,1,1
5,"96;658",19,0,0,1,1
5,"96;658",19,0,1,0,0
5,"96;658",19,0,1,0,0
6,"96;658",19,0,1,0,0
5,"96;658",19,0,1,0,0
5,"96;658",19,0,1,0,0
6,"96;658",19,0,1,0,0
6,"96;658",19,0,1,0,0
7,"96;658",19,0,0,0,0
6,"96;658",19,0,0,0,0
7,"96;658",19,0,0,0,0
5,"96;658",19,0,0,0,0
4,"96;658",19,0,0,0,0
4,"96;658",19,0,1,1,0
3,"96;658",19,0,1,1,0
6,"96;658",19,0,1,1,0
5,"96;658",19,0,1,1,0
6,"96;658",19,0,1,1,0
6,"96;658",19,0,0,1,0
5,"96;658",19,0,0,1,0
4,"96;658",19,0,0,1,0
5,"96;658",19,0,0,1,0
6,"96;658",19,0,0,1,0
5,"96;658",19,0,0,1,0
6,"96;658",19,0,1,0,0
1,"96;662",20,1,0,0,1
2,"96;662",20,1,0,0,1
5,"96;662",20,1,0,0,1
3,"96;662",20,1,0,1,1
2,"96;662",20,1,0,1,1
6,"96;662",20,1,0,1,1
6,"96;662",20,1,1,0,0
4,"96;662",20,1,1,0,0
3,"96;662",20,1,1,0,0
6,"96;662",20,1,1,0,0
4,"96;662",20,1,1,0,0
4,"96;662",20,1,1,0,0
3,"96;662",20,1,1,0,0
2,"96;662",20,1,0,0,0
7,"96;662",20,1,0,0,0
7,"96;662",20,1,0,0,0
4,"96;662",20,1,0,0,0
2,"96;662",20,1,0,0,0
1,"96;662",20,1,1,1,0
5,"96;662",20,1,1,1,0
1,"96;662",20,1,1,1,0
7,"96;662",20,1,1,1,0
2,"96;662",20,1,1,1,0
4,"96;662",20,1,0,1,0
4,"96;662",20,1,0,1,0
7,"96;662",20,1,0,1,0
4,"96;662",20,1,0,1,0
3,"96;662",20,1,0,1,0
7,"96;662",20,1,0,1,0
4,"96;662",20,1,1,0,0
5,"96;667",24,0,0,0,1
5,"96;667",24,0,0,0,1
5,"96;667",24,0,0,0,1
3,"96;667",24,0,0,1,1
6,"96;667",24,0,0,1,1
5,"96;667",24,0,0,1,1
5,"96;667",24,0,1,0,0
4,"96;667",24,0,1,0,0
5,"96;667",24,0,1,0,0
5,"96;667",24,0,1,0,0
4,"96;667",24,0,1,0,0
6,"96;667",24,0,1,0,0
6,"96;667",24,0,1,0,0
5,"96;667",24,0,0,0,0
5,"96;667",24,0,0,0,0
5,"96;667",24,0,0,0,0
5,"96;667",24,0,0,0,0
5,"96;667",24,0,0,0,0
5,"96;667",24,0,1,1,0
4,"96;667",24,0,1,1,0
3,"96;667",24,0,1,1,0
4,"96;667",24,0,1,1,0
4,"96;667",24,0,1,1,0
6,"96;667",24,0,0,1,0
5,"96;667",24,0,0,1,0
6,"96;667",24,0,0,1,0
5,"96;667",24,0,0,1,0
5,"96;667",24,0,0,1,0
5,"96;667",24,0,0,1,0
5,"96;667",24,0,1,0,0
1,"96;671",29,1,0,0,1
1,"96;671",29,1,0,0,1
1,"96;671",29,1,0,0,1
1,"96;671",29,1,0,1,1
1,"96;671",29,1,0,1,1
1,"96;671",29,1,0,1,1
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
1,"96;671",29,1,1,0,0
7,"96;671",29,1,0,0,0
7,"96;671",29,1,0,0,0
7,"96;671",29,1,0,0,0
4,"96;671",29,1,0,0,0
7,"96;671",29,1,0,0,0
1,"96;671",29,1,1,1,0
1,"96;671",29,1,1,1,0
1,"96;671",29,1,1,1,0
1,"96;671",29,1,1,1,0
1,"96;671",29,1,1,1,0
7,"96;671",29,1,0,1,0
7,"96;671",29,1,0,1,0
4,"96;671",29,1,0,1,0
7,"96;671",29,1,0,1,0
7,"96;671",29,1,0,1,0
3,"96;671",29,1,0,1,0
1,"96;671",29,1,1,0,0
4,"96;672",54,0,0,0,1
5,"96;672",54,0,0,0,1
4,"96;672",54,0,0,0,1
5,"96;672",54,0,0,1,1
5,"96;672",54,0,0,1,1
1,"96;672",54,0,0,1,1
7,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,1,0,0
4,"96;672",54,0,0,0,0
4,"96;672",54,0,0,0,0
4,"96;672",54,0,0,0,0
5,"96;672",54,0,0,0,0
2,"96;672",54,0,0,0,0
4,"96;672",54,0,1,1,0
4,"96;672",54,0,1,1,0
1,"96;672",54,0,1,1,0
7,"96;672",54,0,1,1,0
4,"96;672",54,0,1,1,0
5,"96;672",54,0,0,1,0
1,"96;672",54,0,0,1,0
1,"96;672",54,0,0,1,0
6,"96;672",54,0,0,1,0
4,"96;672",54,0,0,1,0
2,"96;672",54,0,0,1,0
4,"96;672",54,0,1,0,0
6,"96;683",59,0,0,0,1
6,"96;683",59,0,0,0,1
6,"96;683",59,0,0,0,1
6,"96;683",59,0,0,1,1
6,"96;683",59,0,0,1,1
6,"96;683",59,0,0,1,1
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,1,0,0
6,"96;683",59,0,0,0,0
6,"96;683",59,0,0,0,0
6,"96;683",59,0,0,0,0
6,"96;683",59,0,0,0,0
6,"96;683",59,0,0,0,0
6,"96;683",59,0,1,1,0
6,"96;683",59,0,1,1,0
5,"96;683",59,0,1,1,0
6,"96;683",59,0,1,1,0
6,"96;683",59,0,1,1,0
